순위,종목코드,종목명,시가총액,기준일,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%),,
191,114090,GKL,7.67E+11,2020-09-29,4.64,0,-9.49,-39.81,-2.02,,
192,1800,오리온홀딩스,7.61E+11,2020-09-29,-8.65,-8.65,0.83,-23.1,2.88,,
193,3230,삼양식품,7.50E+11,2020-09-29,-7.44,-22.27,13.33,27.4,-1.21,,
194,20000,한섬,7.45E+11,2020-09-29,-0.33,-8.61,59.63,3.42,-6.28,,
195,64960,S&T모티브,7.43E+11,2020-09-29,-6.79,33.68,87.8,-2.68,-0.2,,
196,3850,보령제약,7.38E+11,2020-09-29,-1.58,-4.9,37.77,26.53,-5.81,,
197,3240,태광산업,7.26E+11,2020-09-29,-2.1,-5.92,4.32,-42.76,7.36,,
198,5440,현대그린푸드,7.25E+11,2020-09-29,3.91,-0.14,12.6,-36.58,-1.08,,
199,105630,한세실업,7.20E+11,2020-09-29,14.29,76.47,99.12,-5.51,-1.11,,
200,5300,롯데칠성,7.19E+11,2020-09-29,-4.26,-10.89,3.69,-33.58,-3.33,,
1,5930,삼성전자,3.38E+14,2020-10-30,-2.75,-4.07,13.2,12.3,17.84,,
2,660,SK하이닉스,5.82E+13,2020-10-30,-4.88,-6.33,-4.54,-1.96,22.03,,
3,35420,NAVER,4.76E+13,2020-10-30,-2.19,-1.36,46.84,87.7,-4.31,,
4,207940,삼성바이오로직스,4.51E+13,2020-10-30,-1.16,-7.34,17.38,71.79,15.25,,
5,51910,LG화학,4.31E+13,2020-10-30,-6.57,15.28,62.28,100.33,30.93,,
6,5380,현대차,3.51E+13,2020-10-30,-7.84,29.02,75.75,34.29,10.33,,
7,68270,셀트리온,3.25E+13,2020-10-30,-6.41,-19.67,14.49,23.69,41.08,,
8,6400,삼성SDI,3.04E+13,2020-10-30,1.96,15.25,54.55,92.17,20.59,,
9,35720,카카오,2.91E+13,2020-10-30,-9.47,-0.6,79.35,139.14,11.51,,
10,51900,LG생활건강,2.34E+13,2020-10-30,3.59,8.3,8.23,20.29,0.93,,
11,12330,현대모비스,2.14E+13,2020-10-30,-1.96,5.87,31.1,-5.25,8.2,,
12,28260,삼성물산,2.07E+13,2020-10-30,5.24,2.31,4.25,13.57,9.05,,
13,270,기아차,2.05E+13,2020-10-30,7.68,24.08,70.32,19.39,14.46,,
14,5490,POSCO,1.81E+13,2020-10-30,6.12,4.52,12.74,-1.42,12.5,,
15,17670,SK텔레콤,1.73E+13,2020-10-30,-10.08,-2.73,1.18,-8.55,10.98,,
16,36570,엔씨소프트,1.70E+13,2020-10-30,-3.72,-5.94,20.68,49.52,4.38,,
17,105560,KB금융,1.67E+13,2020-10-30,6.79,11.54,15.4,-5.54,13.09,,
18,55550,신한지주,1.57E+13,2020-10-30,9.96,-1.94,-0.65,-29.66,6.1,,
19,66570,LG전자,1.37E+13,2020-10-30,-8.4,16.5,53.01,22.63,1.79,,
20,18260,삼성에스디에스,1.30E+13,2020-10-30,-0.59,-0.59,3.69,-17.4,2.67,,
21,34730,SK,1.28E+13,2020-10-30,-8.06,-19.78,0.27,-28.85,15.89,,
22,15760,한국전력,1.28E+13,2020-10-30,-2.21,3.91,-16.35,-22.82,7.52,,
23,32830,삼성생명,1.26E+13,2020-10-30,3.61,31.39,28.72,-10.61,12.82,,
24,326030,SK바이오팜,1.25E+13,2020-10-30,1.92,-13.78,,,17.55,,
25,3550,LG,1.17E+13,2020-10-30,-8.5,-7.63,9.35,-1.88,4.13,,
26,96770,SK이노베이션,1.16E+13,2020-10-30,-9.71,-1.57,27.67,-21.07,37.85,,
27,33780,KT&G,1.11E+13,2020-10-30,-1.7,-1.34,-0.12,-20.2,1.85,,
28,251270,넷마블,1.00E+13,2020-10-30,-29.52,-6.77,22.51,32.95,6.84,,
29,9150,삼성전기,9.97E+12,2020-10-30,-3.96,-7.61,17.62,16.59,16.85,,
30,90430,아모레퍼시픽,9.24E+12,2020-10-30,-3.66,-4.82,-10.73,-14.13,13.29,,
31,86790,하나금융지주,9.13E+12,2020-10-30,8.19,1,10.14,-10.06,11.35,,
32,810,삼성화재,8.48E+12,2020-10-30,-1.65,1.99,-6.04,-17.89,5.03,,
33,11170,롯데케미칼,7.99E+12,2020-10-30,18.57,37.06,8.12,2.64,21.03,,
34,10130,고려아연,7.22E+12,2020-10-30,1.59,-9.25,-0.91,-12.77,-0.92,,
35,9830,한화솔루션,6.99E+12,2020-10-30,13.65,67.43,200.35,170.59,9.27,,
36,19170,신풍제약,6.65E+12,2020-10-30,-0.79,45.93,651.5,1857.88,5.18,,
37,316140,우리금융지주,6.42E+12,2020-10-30,3.61,2.42,5.33,-24.66,10.57,,
38,86280,현대글로비스,6.28E+12,2020-10-30,16.32,46.29,65.02,10.93,6.27,,
39,10950,S-Oil,6.11E+12,2020-10-30,5.23,-11.71,-22.43,-46.5,28.18,,
40,24110,기업은행,6.03E+12,2020-10-30,2,-0.85,3.42,-30.76,13.83,,
41,18880,한온시스템,5.98E+12,2020-10-30,-9.31,11.44,22.67,-3.87,34.38,,
42,30200,KT,5.77E+12,2020-10-30,-3.7,-7.14,-7.34,-16.92,9.73,,
43,9540,한국조선해양,5.55E+12,2020-10-30,-5.2,-13.85,-5.2,-36,31.38,,
44,97950,CJ제일제당,5.43E+12,2020-10-30,-8.61,-1.63,32.48,59.38,0.14,,
45,6800,미래에셋대우,5.40E+12,2020-10-30,-1.3,12.2,49.2,16.73,13.27,,
46,21240,코웨이,5.12E+12,2020-10-30,-12.48,-10.68,13.03,-23.31,0,,
47,34220,LG디스플레이,5.03E+12,2020-10-30,-8.47,9.76,27.15,4.07,8.54,,
48,32640,LG유플러스,4.82E+12,2020-10-30,-3.91,-5.15,-17.23,-19.93,8.14,,
49,352820,빅히트,4.81E+12,2020-10-30,,,,,26.41,,
50,35250,강원랜드,4.51E+12,2020-10-30,-1.86,-8.06,-15.77,-33.33,6.4,,
51,3670,포스코케미칼,4.49E+12,2020-10-30,-12.05,1.51,42.28,50.87,24.15,,
52,180640,한진칼,4.42E+12,2020-10-30,8.89,-12.01,-14.14,139.04,0.4,,
53,271560,오리온,4.29E+12,2020-10-30,-17.18,-18.73,-12.5,3.33,9.22,,
54,285130,SK케미칼,4.06E+12,2020-10-30,16.69,26.28,345.31,629.96,23.12,,
55,11780,금호석유,4.05E+12,2020-10-30,20.91,61.21,74.08,91.37,4.51,,
56,100,유한양행,3.98E+12,2020-10-30,-7.33,6.82,26.19,40.61,8.24,,
57,139480,이마트,3.96E+12,2020-10-30,0.35,23.48,18.33,26.22,8.45,,
58,161390,한국타이어앤테크놀로지,3.92E+12,2020-10-30,0.48,13.44,48.94,0.64,3.32,,
59,4020,현대제철,3.86E+12,2020-10-30,17.48,13.78,33.8,-9.69,10.03,,
60,88980,맥쿼리인프라,3.84E+12,2020-10-30,0,-2.65,-3.93,-7.17,-1.82,,
61,71050,한국금융지주,3.82E+12,2020-10-30,-5.38,39.01,36.93,0.59,8.02,,
62,120,CJ대한통운,3.64E+12,2020-10-30,-10.14,4.93,7.77,3.91,4.08,,
63,11070,LG이노텍,3.60E+12,2020-10-30,-1.94,-6.17,15.15,26.67,1.97,,
64,2790,아모레G,3.59E+12,2020-10-30,-10.94,-19.65,-25.04,-48.34,20.78,,
65,8930,한미사이언스,3.51E+12,2020-10-30,-9.52,26.97,86.01,24.25,32.14,,
66,6280,녹십자,3.51E+12,2020-10-30,35.44,30.72,102.02,152.1,19.17,,
67,34020,두산중공업,3.48E+12,2020-10-30,12.54,37.95,274.68,139.85,21.82,,
68,3490,대한항공,3.48E+12,2020-10-30,5.84,14.65,20.48,-2.43,27.82,,
69,720,현대건설,3.41E+12,2020-10-30,0.66,-9.85,-12.55,-28.72,9.62,,
70,29780,삼성카드,3.41E+12,2020-10-30,4.26,1.91,-2,-12.63,12.59,,
71,267250,현대중공업지주,3.39E+12,2020-10-30,-1.61,-9.11,-11.73,-37.74,30.3,,
72,10140,삼성중공업,3.18E+12,2020-10-30,-5.25,-10.93,17.85,-30.34,35.24,,
73,5830,DB손해보험,3.13E+12,2020-10-30,-2.1,-5.04,0.23,-13.06,-0.56,,
74,128940,한미약품,3.11E+12,2020-10-30,-4.02,1.74,1.35,-20.33,36.57,,
75,12750,에스원,3.10E+12,2020-10-30,-6.74,-10.33,-5.66,-13.47,-3.43,,
76,78930,GS,3.07E+12,2020-10-30,6.45,-6.91,-14.4,-33.87,6.21,,
77,12510,더존비즈온,2.98E+12,2020-10-30,-4.59,-5.05,13.42,37.33,5.82,,
78,4990,롯데지주,2.98E+12,2020-10-30,-0.7,-8.09,-29.18,-22.62,24.65,,
79,11200,HMM,2.93E+12,2020-10-30,24.41,53.33,148.48,171.41,48.83,,
80,8770,호텔신라,2.91E+12,2020-10-30,-2.5,3.78,-12.91,-5.36,7.82,,
81,241560,두산밥캣,2.89E+12,2020-10-30,7.25,2.85,22.77,-8.27,4.16,,
82,26960,동서,2.89E+12,2020-10-30,-2.36,37.53,67.34,65.43,17.44,,
83,16360,삼성증권,2.87E+12,2020-10-30,4.9,9.56,6.64,-5.17,22.9,,
84,3410,쌍용양회,2.80E+12,2020-10-30,-5.46,11.66,8.4,-5.3,0,,
85,11790,SKC,2.75E+12,2020-10-30,-11.81,5.32,47.73,65.8,22.54,,
86,210,대림산업,2.71E+12,2020-10-30,0.77,-6.81,-11.46,-15.86,2.56,,
87,5940,NH투자증권,2.68E+12,2020-10-30,4.38,8.41,-1.55,-21.16,12.68,,
88,36460,한국가스공사,2.52E+12,2020-10-30,10.55,7.71,1.11,-30.75,4.04,,
89,7070,GS리테일,2.47E+12,2020-10-30,-4.18,-7.36,-15.42,-17.38,5.14,,
90,30000,제일기획,2.40E+12,2020-10-30,-0.48,3.22,17.8,-18.07,-0.48,,
91,23530,롯데쇼핑,2.36E+12,2020-10-30,6.24,5.7,-16.43,-32.47,21.7,,
92,80,하이트진로,2.35E+12,2020-10-30,-7.59,-19.37,3.24,18.79,-4.63,,
93,81660,휠라홀딩스,2.33E+12,2020-10-30,4.5,12.48,10.06,-33.39,7.83,,
94,28050,삼성엔지니어링,2.30E+12,2020-10-30,11.37,-2.08,2.17,-33.8,16.17,,
95,336260,두산퓨얼셀,2.30E+12,2020-10-30,-1.87,-6.94,469.98,426.05,20.24,,
96,42660,대우조선해양,2.29E+12,2020-10-30,-10.3,-8.37,24.49,-25.35,26.7,,
97,39490,키움증권,2.28E+12,2020-10-30,3.52,5.97,37.33,48.2,20.39,,
98,8560,메리츠증권,2.22E+12,2020-10-30,1.39,5.28,0.61,-27.21,12.16,,
99,1040,CJ,2.22E+12,2020-10-30,-6.4,-7.54,-6.17,-6.86,4.08,,
100,9240,한샘,2.22E+12,2020-10-30,-11.96,-8.1,29.4,53.17,3.4,,
101,6360,GS건설,2.14E+12,2020-10-30,10.56,0,5.53,-13.45,18.73,,
102,47810,한국항공우주,2.12E+12,2020-10-30,-4.39,-10.47,-15.01,-41,6.65,,
103,1450,현대해상,2.08E+12,2020-10-30,4.25,-2.1,-10.73,-9.34,-4.29,,
104,4170,신세계,2.04E+12,2020-10-30,-2.35,-2.81,-21.7,-13.36,11.08,,
105,282330,BGF리테일,2.04E+12,2020-10-30,-4.45,-5.6,-25.32,-35.69,6.36,,
106,20150,일진머티리얼즈,1.97E+12,2020-10-30,-5.43,-16.27,7.15,11.49,9.6,,
107,7310,오뚜기,1.95E+12,2020-10-30,-6.34,-4.32,-2.39,-6.17,4.51,,
108,28670,팬오션,1.92E+12,2020-10-30,4.82,1.27,4.06,-20.69,18.55,,
109,880,한화,1.80E+12,2020-10-30,-4.37,-8.21,16.18,2.12,7.28,,
110,138930,BNK금융지주,1.80E+12,2020-10-30,8.89,5.15,9.11,-21.4,2.18,,
111,42670,두산인프라코어,1.78E+12,2020-10-30,-5.13,15.56,93.7,39.59,-1.79,,
112,4370,농심,1.75E+12,2020-10-30,-8.28,-20,-2.54,20,-0.35,,
113,112610,씨에스윈드,1.72E+12,2020-10-30,0.61,23.09,211.09,215.51,28.38,,
114,204320,만도,1.68E+12,2020-10-30,0.14,31.25,50.95,-0.7,35.85,,
115,6260,LS,1.67E+12,2020-10-30,-1.33,22.6,37.58,8.48,22.01,,
116,185750,종근당,1.66E+12,2020-10-30,-8.13,13.81,58.03,74.71,14.1,,
117,47050,포스코인터내셔널,1.64E+12,2020-10-30,-0.75,-4.66,-6.34,-27.52,0,,
118,64350,현대로템,1.63E+12,2020-10-30,-6.58,-18.8,-17.22,-8.31,6.04,,
119,14680,한솔케미칼,1.59E+12,2020-10-30,-5.69,-7.24,64.34,50,10.64,,
120,60,메리츠화재,1.57E+12,2020-10-30,7.78,9.92,0,-24.73,4.33,,
121,4800,효성,1.56E+12,2020-10-30,1.37,6.63,6.02,-11.59,8.51,,
122,17800,현대엘리베이,1.52E+12,2020-10-30,-8.71,-20.6,-9.89,-24.31,7.39,,
123,3000,부광약품,1.51E+12,2020-10-30,-18.1,-37.28,-10.73,68,7.94,,
124,10120,LS ELECTRIC,1.49E+12,2020-10-30,-12.21,-7.98,26.85,0.92,11.09,,
125,10060,OCI,1.47E+12,2020-10-30,8.42,9.96,54.69,-1.75,12.14,,
126,9420,한올바이오파마,1.44E+12,2020-10-30,-18.82,-4.33,13.58,-16.11,25.91,,
127,990,DB하이텍,1.42E+12,2020-10-30,-14.8,-9.1,19.44,86.3,10.95,,
128,7700,F&F,1.40E+12,2020-10-30,2.02,12.5,-15.05,-4.21,-6.27,,
129,240,한국테크놀로지그룹,1.39E+12,2020-10-30,-11.04,1.02,47.52,11.19,8.72,,
130,69960,현대백화점,1.39E+12,2020-10-30,5.15,-2.79,-18.57,-20.64,19.76,,
131,3090,대웅,1.37E+12,2020-10-30,-23.7,-11.99,35.06,67.26,9.15,,
132,2380,KCC,1.36E+12,2020-10-30,4.79,12.09,-7.27,-22.2,9.8,,
133,181710,NHN,1.36E+12,2020-10-30,-6.72,-14.64,-9.16,21.12,5.19,,
134,7570,일양약품,1.36E+12,2020-10-30,-10.23,-18.18,116.77,236.97,-9.56,,
135,307950,현대오토에버,1.35E+12,2020-10-30,4.2,59.85,63.5,21.47,24.65,,
136,88350,한화생명,1.33E+12,2020-10-30,0.66,2.68,-14.72,-32.08,34.53,,
137,294870,HDC현대산업개발,1.30E+12,2020-10-30,-6.82,-12,5.04,-30.89,1.26,,
138,3520,영진약품,1.30E+12,2020-10-30,-12.9,9.08,41.94,32.03,12.83,,
139,12450,한화에어로스페이스,1.27E+12,2020-10-30,-1.18,0.6,-6.69,-33.34,5.18,,
140,11000,진원생명과학,1.26E+12,2020-10-30,-4.72,213.9,232.36,732.84,-4.42,,
141,138040,메리츠금융지주,1.26E+12,2020-10-30,3.4,9.92,-5.14,-24.64,5.2,,
142,6650,대한유화,1.26E+12,2020-10-30,16.52,67.24,38.08,66.52,26.03,,
143,13890,지누스,1.26E+12,2020-10-30,5.43,10.63,2.94,5.3,18.42,,
144,111770,영원무역,1.26E+12,2020-10-30,2.53,16.16,4.6,-20.11,5.28,,
145,4000,롯데정밀화학,1.25E+12,2020-10-30,-2.32,11.37,24.36,8.62,13.4,,
146,47040,대우건설,1.25E+12,2020-10-30,7.72,-15.37,-15.73,-32.43,16.67,,
147,51600,한전KPS,1.24E+12,2020-10-30,1.66,-6.3,-15.25,-17.04,5.64,,
148,6120,SK디스커버리,1.20E+12,2020-10-30,-1.56,26.56,149.6,180.8,7.15,,
149,214320,이노션,1.18E+12,2020-10-30,10.88,16.11,1.37,-8.37,-1.35,,
150,10780,아이에스동서,1.18E+12,2020-10-30,-6.49,-17.32,49.8,20.89,17.54,,
151,272210,한화시스템,1.16E+12,2020-10-30,-7.9,4.47,20.41,,17.62,,
152,11210,현대위아,1.14E+12,2020-10-30,3.09,6.91,27.09,-18.62,12.81,,
153,192080,더블유게임즈,1.13E+12,2020-10-30,-17.45,-17.67,6.03,27.07,-5.04,,
154,1740,SK네트웍스,1.13E+12,2020-10-30,-4.63,-10.2,-16.02,-21.94,6.17,,
155,10620,현대미포조선,1.12E+12,2020-10-30,-5.72,-12.77,-8.94,-35.11,69.64,,
156,5250,녹십자홀딩스,1.06E+12,2020-10-30,-3.43,-16.2,6.89,12.5,58.22,,
157,69620,대웅제약,1.06E+12,2020-10-30,-13.14,-18.57,-14.77,-39,13.49,,
158,5690,파미셀,1.06E+12,2020-10-30,-2.49,-22.64,-7.37,104.65,16.19,,
159,192820,코스맥스,1.06E+12,2020-10-30,-9.48,11.7,17.98,40,-9.24,,
160,139130,DGB금융지주,1.05E+12,2020-10-30,12.57,17.71,17.27,-11.33,18.12,,
161,73240,금호타이어,1.02E+12,2020-10-30,-3.13,18.67,16.34,-16.63,8.57,,
162,31430,신세계인터내셔날,1.01E+12,2020-10-30,-6.91,-5.35,-35.09,-27.99,12.37,,
163,161890,한국콜마,1.01E+12,2020-10-30,-4.65,-7.36,3.16,-6.38,2.16,,
164,175330,JB금융지주,1.00E+12,2020-10-30,12.83,8.28,5.48,-4.32,7.25,,
165,32350,롯데관광개발,9.98E+11,2020-10-30,-6.49,-12.73,25.76,15.66,16.32,,
166,18670,SK가스,9.74E+11,2020-10-30,8.43,20.71,38.09,26.44,0.95,,
167,336370,두산솔루스,9.65E+11,2020-10-30,-20.13,-18.05,-4.1,79.77,62.28,,
168,120110,코오롱인더,9.55E+11,2020-10-30,-6.23,3.36,14.75,-24.44,17.51,,
169,69260,휴켐스,9.36E+11,2020-10-30,11.17,36.31,30.86,3.85,6.33,,
170,271980,제일약품,9.32E+11,2020-10-30,46.25,10.65,140.61,88.41,32.97,,
171,330590,롯데리츠,9.29E+11,2020-10-30,4.23,4.44,1.88,-16.92,-0.93,,
172,3690,코리안리,8.93E+11,2020-10-30,-0.39,5.86,-11.67,-5.6,4.45,,
173,670,영풍,8.91E+11,2020-10-30,3.09,-11.28,-7.2,-20.74,5.27,,
174,348950,제이알글로벌리츠,8.74E+11,2020-10-30,5.81,,,,-2.84,,
175,284740,쿠쿠홈시스,8.74E+11,2020-10-30,-6.14,6.57,10.97,0.78,2.18,,
176,57050,현대홈쇼핑,8.48E+11,2020-10-30,-0.84,16.28,-1.81,-18.08,2.97,,
177,23590,다우기술,8.39E+11,2020-10-30,-12.82,-10.95,14.02,3.03,15.24,,
178,1680,대상,8.33E+11,2020-10-30,-7.5,-4.37,9.82,11.86,2.29,,
179,93370,후성,8.25E+11,2020-10-30,-5.22,5.94,32.78,5.57,8.19,,
180,20560,아시아나항공,7.98E+11,2020-10-30,-8.8,-12.48,-14.27,-30.58,44.06,,
181,3240,태광산업,7.91E+11,2020-10-30,8.9,3.35,-11.25,-35.8,8.17,,
182,241590,화승엔터프라이즈,7.81E+11,2020-10-30,-7.86,10.26,2.79,-13.42,9.3,,
183,33270,유나이티드제약,7.81E+11,2020-10-30,-33.72,91.05,172.24,151.57,8.84,,
184,1800,오리온홀딩스,7.77E+11,2020-10-30,2.06,-0.4,-12.06,-22.26,6.45,,
185,16380,KG동부제철,7.76E+11,2020-10-30,-5.83,-35.6,-32.52,-1.4,12.76,,
186,210980,SK디앤디,7.74E+11,2020-10-30,-1.57,17.1,66.67,38.85,10.55,,
187,150,두산,7.70E+11,2020-10-30,-0.53,-3.92,15.49,-40.79,18.67,,
188,363280,티와이홀딩스,7.63E+11,2020-10-30,-16.77,,,,16.46,,
189,1440,대한전선,7.46E+11,2020-10-30,7.67,-3.5,35.08,39.41,76.94,,
190,114090,GKL,7.42E+11,2020-10-30,-3.23,-7.69,-24.29,-44.32,26.67,,
191,6040,동원산업,7.41E+11,2020-10-30,-3.59,6.61,-10.84,-7.14,7.69,,
192,64960,S&T모티브,7.38E+11,2020-10-30,-0.59,10.26,40.67,6.99,-1.78,,
193,3230,삼양식품,7.26E+11,2020-10-30,-3.12,-19.67,-4.55,11.32,5.29,,
194,71840,롯데하이마트,7.22E+11,2020-10-30,0.99,0,13.33,2.34,2.78,,
195,192650,드림텍,7.11E+11,2020-10-30,-24.17,-4.18,69.38,71.67,14.1,,
196,5440,현대그린푸드,7.10E+11,2020-10-30,-2.03,-8.78,-11.23,-35.1,15.54,,
197,170900,동아에스티,7.09E+11,2020-10-30,-9.39,-8.6,-7.99,-9.09,4.05,,
198,105630,한세실업,7.08E+11,2020-10-30,-1.67,63.89,48.12,-2.75,-5.65,,
199,79160,CJ CGV,7.06E+11,2020-10-30,-10.47,3.08,-17.01,-34.92,13.93,,
200,5850,에스엘,6.99E+11,2020-10-30,2.47,27.75,37.28,-14.39,13.79,,
1,5930,삼성전자,3.98E+14,2020-11-30,17.84,20.4,31.56,32.6,21.44,,
2,660,SK하이닉스,7.10E+13,2020-11-30,22.03,25.32,19.63,20.52,21.54,,
3,51910,LG화학,5.65E+13,2020-11-30,30.93,5.4,104.87,161.01,3,,
4,207940,삼성바이오로직스,5.20E+13,2020-11-30,15.25,-1.63,26.37,99.75,5.09,,
5,68270,셀트리온,4.59E+13,2020-11-30,41.08,11.66,59.25,104.58,7.52,,
6,35420,NAVER,4.56E+13,2020-11-30,-4.31,-16.67,22.79,61.34,5.41,,
7,5380,현대차,3.88E+13,2020-11-30,10.33,5.52,85.2,50,5.79,,
8,6400,삼성SDI,3.67E+13,2020-11-30,20.59,14.38,48.47,130.74,17.82,,
9,35720,카카오,3.25E+13,2020-11-30,11.51,-9.25,39.66,136.66,5.84,,
10,51900,LG생활건강,2.36E+13,2020-11-30,0.93,0.33,10.51,19.68,7,,
11,270,기아차,2.34E+13,2020-11-30,14.46,35.2,68.76,33.64,7.96,,
12,12330,현대모비스,2.32E+13,2020-11-30,8.2,7.96,23.23,-0.41,4.71,,
13,28260,삼성물산,2.25E+13,2020-11-30,9.05,7.11,21.59,21.84,14.52,,
14,5490,POSCO,2.04E+13,2020-11-30,12.5,23.48,29.28,1.52,16.24,,
15,17670,SK텔레콤,1.92E+13,2020-11-30,10.98,-2.06,9.95,-3.46,0.21,,
16,105560,KB금융,1.89E+13,2020-11-30,13.09,19.34,33.38,-1.52,-4.3,,
17,36570,엔씨소프트,1.78E+13,2020-11-30,4.38,-5.37,2.53,64.3,14.94,,
18,55550,신한지주,1.66E+13,2020-11-30,6.1,6.27,6.8,-26.06,-0.47,,
19,96770,SK이노베이션,1.60E+13,2020-11-30,37.85,10.19,45.99,18.09,9.83,,
20,34730,SK,1.49E+13,2020-11-30,15.89,-5.58,-11.51,-17.86,13.71,,
21,326030,SK바이오팜,1.47E+13,2020-11-30,17.55,12.28,,,-9.87,,
22,32830,삼성생명,1.43E+13,2020-11-30,12.82,17.85,56.02,-0.42,10.94,,
23,66570,LG전자,1.40E+13,2020-11-30,1.79,-0.47,44.18,22.32,57.89,,
24,15760,한국전력,1.38E+13,2020-11-30,7.52,3.62,-0.69,-23.12,27.74,,
25,18260,삼성에스디에스,1.34E+13,2020-11-30,2.67,9.15,-9.19,-11.51,3.18,,
26,3550,LG,1.22E+13,2020-11-30,4.13,-16.75,11.89,-0.56,23.94,,
27,9150,삼성전기,1.17E+13,2020-11-30,16.85,20.93,24.8,40.54,14.1,,
28,33780,KT&G,1.13E+13,2020-11-30,1.85,-2.71,-1.67,-15.64,0.73,,
29,251270,넷마블,1.07E+13,2020-11-30,6.84,-18.03,35.43,42.05,5.2,,
30,90430,아모레퍼시픽,1.05E+13,2020-11-30,13.29,4.99,9.82,-5.29,15.08,,
31,86790,하나금융지주,1.02E+13,2020-11-30,11.35,16.93,13.78,-5.31,1.92,,
32,11170,롯데케미칼,9.67E+12,2020-11-30,21.03,54.52,50,28.18,-2.13,,
33,810,삼성화재,8.91E+12,2020-11-30,5.03,2.17,3.01,-19.14,-0.27,,
34,18880,한온시스템,8.03E+12,2020-11-30,34.38,15.33,54.52,39.35,7.98,,
35,10950,S-Oil,7.84E+12,2020-11-30,28.18,21.25,-1.56,-21.97,-0.57,,
36,9830,한화솔루션,7.63E+12,2020-11-30,9.27,26.83,195.67,172.09,0.31,,
37,9540,한국조선해양,7.29E+12,2020-11-30,31.38,17.58,13.44,-14.17,5.34,,
38,10130,고려아연,7.15E+12,2020-11-30,-0.92,-4.89,0.26,-6.65,5.94,,
39,316140,우리금융지주,7.10E+12,2020-11-30,10.57,13.77,7.67,-15.98,-1.02,,
40,19170,신풍제약,6.99E+12,2020-11-30,5.18,18.92,508.29,1900,-6.06,,
41,24110,기업은행,6.87E+12,2020-11-30,13.83,12.59,12.32,-20.85,-4.95,,
42,86280,현대글로비스,6.68E+12,2020-11-30,6.27,23.18,57.52,18.27,3.37,,
43,352820,빅히트,6.39E+12,2020-11-30,26.41,,,,-10.86,,
44,30200,KT,6.33E+12,2020-11-30,9.73,2.11,-0.41,-10.02,-1.03,,
45,6800,미래에셋대우,6.12E+12,2020-11-30,13.27,-0.11,53.65,31.13,-0.42,,
46,3670,포스코케미칼,5.58E+12,2020-11-30,24.15,0.88,64.87,90.23,21.1,,
47,34220,LG디스플레이,5.46E+12,2020-11-30,8.54,2.7,49.52,3.74,21.64,,
48,97950,CJ제일제당,5.44E+12,2020-11-30,0.14,-13.21,21.72,45.77,5.39,,
49,32640,LG유플러스,5.22E+12,2020-11-30,8.14,-1.65,-9.13,-10.82,-1.67,,
50,21240,코웨이,5.12E+12,2020-11-30,0,-16.08,4.2,-22.54,4.76,,
51,285130,SK케미칼,5.00E+12,2020-11-30,23.12,8.4,363.54,506.84,-7.86,,
52,35250,강원랜드,4.80E+12,2020-11-30,6.4,7.42,-7.23,-23.51,4.68,,
53,271560,오리온,4.69E+12,2020-11-30,9.22,-17.13,-10.23,15.05,4.64,,
54,8930,한미사이언스,4.64E+12,2020-11-30,32.14,23.77,156.11,83.79,10.36,,
55,3490,대한항공,4.44E+12,2020-11-30,27.82,43.26,47.32,23.21,6.67,,
56,180640,한진칼,4.44E+12,2020-11-30,0.4,3.02,-13.09,109.21,-15.87,,
57,267250,현대중공업지주,4.42E+12,2020-11-30,30.3,19.96,3.33,-19.22,1.43,,
58,11200,HMM,4.36E+12,2020-11-30,48.83,140.54,182.54,269.81,4.49,,
59,2790,아모레G,4.34E+12,2020-11-30,20.78,1.54,-9,-35.22,4.37,,
60,100,유한양행,4.31E+12,2020-11-30,8.24,-4.45,24.09,55.72,21.87,,
61,10140,삼성중공업,4.30E+12,2020-11-30,35.24,30.11,41.85,-1.86,3.07,,
62,139480,이마트,4.29E+12,2020-11-30,8.45,32.19,35.68,17.56,-1.62,,
63,128940,한미약품,4.25E+12,2020-11-30,36.57,14.35,51.27,14.26,4.12,,
64,4020,현대제철,4.24E+12,2020-11-30,10.03,24.22,45.54,0.16,24.53,,
65,34020,두산중공업,4.24E+12,2020-11-30,21.82,40.27,326.01,233.96,-19.4,,
66,11780,금호석유,4.24E+12,2020-11-30,4.51,41.69,96.05,90.15,4.32,,
67,6280,녹십자,4.18E+12,2020-11-30,19.17,35.42,152.65,181.5,13.57,,
68,71050,한국금융지주,4.13E+12,2020-11-30,8.02,18.94,40.61,3.35,6.61,,
69,161390,한국타이어앤테크놀로지,4.05E+12,2020-11-30,3.32,10.85,39.45,-1.65,20.49,,
70,29780,삼성카드,3.83E+12,2020-11-30,12.59,13.55,12.01,-10.78,-1.81,,
71,120,CJ대한통운,3.79E+12,2020-11-30,4.08,11.04,3.11,5.4,-0.3,,
72,88980,맥쿼리인프라,3.77E+12,2020-11-30,-1.82,-2.26,-8.86,-9.62,-1.39,,
73,720,현대건설,3.74E+12,2020-11-30,9.62,2.91,-1.76,-17.95,11.46,,
74,4990,롯데지주,3.71E+12,2020-11-30,24.65,15.88,3.21,-0.7,-0.28,,
75,11070,LG이노텍,3.67E+12,2020-11-30,1.97,5.44,5.08,27.05,17.74,,
76,16360,삼성증권,3.52E+12,2020-11-30,22.9,28.29,41.14,9.28,2.53,,
